Item ID,GUID,Name,Number,Imported ID,Base Price,Created Date,Archived,Modifier,SKU,PLU
1600000000047200120,825a17f0-348a-4434-bc00-d0a1f0a93df0,Mocha,1600000000047200119,,6.00,9/17/2025,No,No,,
1600000000047526510,827e7c3c-f2ec-4ead-a9c3-a6544942d38f,California Turkey,1600000000047495279,,14.00,9/17/2025,No,No,125436745674,
1600000000047670880,8368fc96-e233-4d8b-9338-885299df4bdd,cotija cheese,1600000000047728376,,0.00,9/17/2025,No,Yes,,
1600000000100984825,845c9b90-d28d-432d-80d5-66d7c39e8da3,sour skittles,1600000000100984826,,3.00,10/6/2025,No,No,04026606,
1600000000047506807,84bd4cba-f2ed-45eb-8637-9aad56a4901a,Fried Iced Cream,1600000000047472749,,7.00,9/17/2025,No,No,,
1600000000100984819,854d5f73-d710-4ede-9956-ee76eb891fd1,hi chew strawberry,1600000000100984820,,2.50,10/6/2025,No,No,873983000028,
1600000000100984839,859be92e-97b9-4f84-9c7d-18a593d09ebd,peanuts m&m's,1600000000100984840,,3.00,10/6/2025,No,No,040000000327,
1600000000049150308,86825c21-1159-4535-a190-81ee992de5a8,Nilla wafers,1600000000049069732,,10.00,9/18/2025,No,No,044000027346,
1600000000641757731,86e482cc-ac74-4b5e-9e98-2261a1bb02ff,Celcius,1600000000641757732,,4.00,12/15/2025,No,No,889392000320,
1600000000100359578,8779be8c-8751-445f-8704-907497b17be5,butterfingers,1600000000100359579,,3.00,10/6/2025,No,No,099900100873,
1600000000047653013,877ac5c1-46a7-4da2-ac08-a8492eb38872,Chips,1600000000047655279,,0.00,9/17/2025,No,No,,
1600000000047526507,8836c23c-6e29-4fa5-bb1d-507227ac8cf8,Italian Chicken Panini,1600000000047495276,,14.00,9/17/2025,No,No,786785957899,
1600000000047490061,89783d1e-56e1-4f59-98c6-4e605b344fca,Summer Berry salad,1600000000047495271,,15.00,9/17/2025,No,No,,
1600000000047746189,8c1bef95-b690-448d-9a97-2553b819bcb0,No mayo,1600000000047773768,,0.00,9/17/2025,No,Yes,,
1600000000100207987,8c423fdd-6cf6-4cfb-973a-121c6c2112d4,fanta glass,1600000000100207988,,4.75,10/6/2025,No,No,049000047844,
1600000000047095144,8c63bb75-fd60-410c-bfce-2250ce76b5d6,bacon,1600000000047149789,,3.00,9/17/2025,No,Yes,,
1600000000049378343,8c9f7ef9-7578-4a56-b6fc-8c85ade3f041,Trail Mix,1600000000049380065,,4.00,9/18/2025,No,No,,
1600000000047490060,8db66a63-e628-46c0-91bb-35639e69ee27,Southwest Caesar salad,1600000000047495270,,15.00,9/17/2025,No,No,010000000009,
1600000000047095145,8f5b1950-8845-4de4-9dd5-987ef79b52b0,sausage,1600000000047149790,,3.00,9/17/2025,No,Yes,,
1600000000100269950,9018b753-ee19-4a8b-b92f-b70ff2a1dfd5,hot peanuts,1600000000100269951,,2.50,10/6/2025,No,No,028400725163,
1600000000047130466,908a3c38-aff3-4ade-adba-4b6600bfcb2d,Breakfast crossiant,1600000000047099746,,8.00,9/17/2025,No,No,,
1600000000100984847,90e43f55-ebe4-422b-b5bc-70a4923c7f4b,crunch,1600000000100984848,,3.00,10/6/2025,No,No,099900908363,
1600000000047764556,9161da12-adcf-4091-afca-e4d737f56de0,red onion,1600000000047758443,,0.00,9/17/2025,No,Yes,,
1600000000047746183,9223290a-1baf-45f0-90f2-5d7a2ddfdacb,No pickles,1600000000047773762,,0.00,9/17/2025,No,Yes,,
1600000000047095143,934d5799-2150-4f73-8032-6100e0f16e2d,cream cheese,1600000000047149788,,1.00,9/17/2025,No,Yes,,
1600000000100210620,95c40048-046b-4b59-a9f4-786f9754ca30,sprite glass,1600000000100210621,,4.75,10/6/2025,No,No,049000047820,
1600000000575535080,970b95b4-9753-44f5-a05e-74916fdb5aa7,Waterloo Tangerine,1600000000575535081,,1.50,12/9/2025,No,No,819215023601,
1600000000100284279,974fa97f-b23f-47c7-afc0-7bc92344be75,mandarin jarrito,1600000000100284280,,3.95,10/6/2025,No,No,090478410012,
1600000000100984805,97a3ead9-877a-443f-8283-0756674cfa8c,reese's oreo mini,1600000000100984806,,1.25,10/6/2025,No,No,044000083809,
1600000000047287671,97bb9b39-c53c-4fc4-a1a6-4c643278b938,Frozen White chocolate mocha,1600000000047267613,,6.95,9/17/2025,No,No,,
1600000000047506805,985d9a6d-5c91-4914-b6b8-083c6c9fc868,Nilla Waffer pudding,1600000000047472747,,7.00,9/17/2025,No,No,654378987656,
1600000000100984859,9976299c-ac20-460f-be12-7b89539e6860,fritos,1600000000100984860,,1.00,10/6/2025,No,No,028400040037,
1600000000886491602,9a4e00ef-197a-4a5b-871c-1236a2578400,Celsius Artic,1600000000886006941,,4.00,1/7/2026,No,No,889392021417,
1600000000100984831,9adbc58f-3379-4b49-86c0-15fd6f69f6f9,starburst favereds,1600000000100984832,,3.00,10/6/2025,No,No,040000009702,
1600000000065036598,9bd58708-dfbe-4808-8cc0-3fc3fcfb3f6c,Diet coke,1600000000065036599,,3.00,9/25/2025,No,No,04965802,
1600000000386964926,9c660148-f98d-40de-b5a8-17931bcac2e9,Chicken salad,1600000000386887142,,8.00,11/19/2025,No,No,1111111119,
1600000000100984823,a033e3d2-3ac2-4c3e-b55d-647e78034405,skittles,1600000000100984824,,3.00,10/6/2025,No,No,040000001607,
1600000000047211589,a1a483a4-1749-4f2c-939f-7458fbd6ca24,Cafe Latte,1600000000047187377,,5.00,9/17/2025,No,No,,
1600000000047729888,a221ee1d-b330-4b70-b647-3d34f9107a3e,$grilled onions,1600000000047758425,,0.50,9/17/2025,No,Yes,,
1600000000047729889,a28de316-a448-4cc8-be67-6c923a195460,$mushrooms,1600000000047758426,,1.00,9/17/2025,No,Yes,,
1600000000047746178,a2cdbfee-2096-4725-9893-f48d09987da1,No pesto,1600000000047773757,,0.00,9/17/2025,No,Yes,,
1600000000100984817,a3b5eace-5f7b-4bce-a3b1-e27b1c038010,hi chew green apple,1600000000100984818,,2.50,10/6/2025,No,No,873983000035,
1600000000047492381,a3f3fb19-164e-44d2-a9af-0c6b9f0eae3b,Blue Hawaiian,1600000000047536577,,6.95,9/17/2025,No,No,,
1600000000047526509,a4356baf-46f0-4d33-8b2f-4e6b9bd63bb6,Turkey grill,1600000000047495278,,14.00,9/17/2025,No,No,343526768895,
1600000000100295201,a4dad346-fd42-4948-af2e-fb26f295bf6d,pain au chocolat,1600000000100295202,,2.50,10/6/2025,No,No,850004281123,
1600000000047492382,a6241dfb-1d70-4ce4-9a5d-de93bd5649bd,Lava Flow,1600000000047536578,,6.95,9/17/2025,No,No,,
1600000000047170996,a632e36f-a1fc-405d-90d0-b013b43263d1,blueberry,1600000000047456604,,0.00,9/17/2025,No,Yes,,
1600000000065044402,a7086795-4255-4ea3-9afa-1e23b33ea381,Arizona fruit punch,1600000000065044403,,3.00,9/25/2025,No,No,613008751302,
1600000000047664737,a7518ab2-a281-4ae4-b4fa-1f986f8ab120,Thai sauce,1600000000047648848,,0.00,9/17/2025,No,Yes,,
1600000000047729893,a810dce9-809a-4cf9-b290-8ca597cbf4ec,$pesto,1600000000047758430,,1.00,9/17/2025,No,Yes,,
1600000000049295134,a94f0a1b-3235-448e-a466-e91af7c4bc28,Italian Chicken Panini,1600000000049392621,,14.00,9/18/2025,No,No,,
1600000000100982639,a97e372c-b35e-440c-9186-173a06a1325a,pistachio salted,1600000000100982640,,2.50,10/6/2025,No,No,014113910712,
1600000000047670866,a9b80edb-a8c0-4a60-90cc-880801705736,blue cheese crumbles,1600000000047728362,,0.00,9/17/2025,No,Yes,,
1600000000101109663,aa7794c1-a7a5-4add-8e45-977a7a63fa7d,soda water,1600000000101109664,,1.50,10/6/2025,No,No,898195001120,
1600000000049295133,aab61af0-fdbb-4ce6-9d0d-b6c23c00312a,French Dip Panini,1600000000049392620,,14.00,9/18/2025,No,No,,
1600000000047154135,ab3a7e2b-c2c4-44a2-b16e-633761f082ee,Tropical Iced tea,1600000000047211958,,4.00,9/17/2025,No,No,,
1600000000100310298,acacb999-8a53-4f20-8239-4d0e33577654,hi chew grape,1600000000100310299,,2.50,10/6/2025,No,No,873983000011,
1600000000047702860,acf561ca-6508-4654-b514-9ad6877e6119,$feta cheese,1600000000047717950,,1.50,9/17/2025,No,Yes,,
1600000000100327474,ad4eb72a-b548-41e1-a1e6-67a8dd51e877,starburst,1600000000100327475,,3.00,10/6/2025,No,No,040000000518,
1600000000049402153,ae45cc83-d1be-4b1d-ad73-62be86b78560,Breakfast Burrito,1600000000049301581,,10.00,9/18/2025,No,No,999876543226,
1600000000100314773,af2aeee4-ab47-4a1d-a459-1664679d6a0c,hi chew strawberry,1600000000100314774,,2.50,10/6/2025,No,No,873983000028,
1600000000100224115,afceb16d-305b-47d7-851f-6f9d455577ac,pepsi bottle,1600000000100224116,,3.50,10/6/2025,No,No,012000182563,
1600000000047211588,b0cff651-01c7-4c3b-b0e7-49128bce89cc,Double Expresso,1600000000047187376,,4.00,9/17/2025,No,No,,
1600000000047746185,b11080e8-f285-4f43-a701-35473a625eb5,No peppers,1600000000047773764,,0.00,9/17/2025,No,Yes,,
1600000000100984867,b1e50d7b-a235-4779-9eaa-de72f2f6d4e2,Doritos,1600000000100984868,,1.00,10/6/2025,No,No,028400090896,
1600000000100372265,b1e5a322-426b-4761-86fa-08609c232710,fritos,1600000000100372266,,1.00,10/6/2025,No,No,028400040037,
1600000000047670879,b295b7bc-a47f-4afe-9514-9e5b5fbaac6e,Jack cheese,1600000000047728375,,0.00,9/17/2025,No,Yes,,
1600000000047746182,b2fdee66-6159-4f0d-b6dd-5eeef5daa18c,No mozarella,1600000000047773761,,0.00,9/17/2025,No,Yes,,
1600000000065041450,b47efed6-1367-44b5-a95d-e2268b65d359,Arizona watermelon,1600000000065041451,,3.00,9/25/2025,No,No,613008751272,
1600000000100982647,b573266d-802d-446d-8898-9f5dd43931c8,salt & lime peanuts,1600000000100982648,,2.50,10/6/2025,No,No,028400261531,
1600000000020573988,b9c85e4e-886a-445f-8188-97f252f26a40,Open Food,1600000000020573989,,0.00,9/2/2025,No,No,,
1600000000047746174,ba1725ed-6fa2-464f-98af-d35755850083,No swiss,1600000000047773753,,0.00,9/17/2025,No,Yes,,
1600000000100982637,ba413aa2-d0b5-42f2-af38-d3a1569794ab,pistachio salt & vinagre,1600000000100982638,,2.50,10/6/2025,No,No,014113700467,
1600000000575520602,bb1d031e-bd7f-41bf-97d9-cf753761d0d6,Liquid Death Berry,1600000000575520603,,2.00,12/9/2025,No,No,850031700000,
1600000000049302116,bbbfa1fd-9753-4f2b-8ccf-5d0db20e3ca3,Dr. Pepper,1600000000049345970,,3.00,9/18/2025,No,No,,
1600000000047729892,bbddb1e7-fb47-418e-af2e-fdaa903b4cab,$double chicken,1600000000047758429,,5.00,9/17/2025,No,Yes,,
1600000000047670883,bc32c2b1-3ab8-4b46-bc07-e7cfb4ce0fa8,spinach,1600000000047728379,,0.00,9/17/2025,No,Yes,,
1600000000047729891,bd950037-780c-4951-b0e4-6b9e84a48a1c,$double roast,1600000000047758428,,5.00,9/17/2025,No,Yes,,
1600000000100982649,bea2c9ae-87c5-419c-aaf4-36d61a00e553,hot peanuts,1600000000100984800,,2.50,10/6/2025,No,No,028400725163,
1600000000100546959,bf09ad7b-3cee-44be-94c0-985adffa3093,waterloo guava,1600000000100546960,,0.00,10/6/2025,No,No,819215023618,
1600000000049295141,bfb341d0-e343-4321-90be-24c3d95797d5,Southwest Quesadilla,1600000000049392628,,15.00,9/18/2025,No,No,,
1600000000047670869,c1959b01-6ce0-4839-a863-33dfb3242feb,chicken,1600000000047728365,,0.00,9/17/2025,No,Yes,,
1600000000049323643,c24d45cb-0f0c-4c6e-b117-b612feeb0d58,Bagel cream cheese,1600000000049302134,,7.00,9/18/2025,No,No,789123456771,
1600000000049295139,c27ef2cf-f3b5-45a8-9a3b-6ba112bfa219,Southwest Caesar Wrap,1600000000049392626,,14.00,9/18/2025,No,No,,
1600000000047746180,c3a9bdb9-1493-404c-a42d-2d31b98f8e68,No bacon,1600000000047773759,,0.00,9/17/2025,No,Yes,,
1600000000100374726,c4e788fc-628e-4f95-be48-49b63f52ede0,sour cream & onion,1600000000100374727,,1.00,10/6/2025,No,No,028400090889,
1600000000100982627,c5347796-104f-442c-b50a-4bd0f782d4a9,Trail Mix,1600000000100982628,,4.00,10/6/2025,No,No,,
1600000000047526515,c705bc19-87a0-4d88-b570-4542d8b9c268,Classic club,1600000000047495284,,15.00,9/17/2025,No,No,586337995788,
1600000000885969283,c7f42897-e969-4581-b453-1007a5366362,Celsius Peach,1600000000885831398,,4.00,1/7/2026,No,No,889392010190,
1600000000641793838,c8828b60-fca7-46b0-91d0-e4ee5d0992f7,Sprite,1600000000641793839,,3.00,12/15/2025,No,No,04913207,
1600000000047200941,c884c96c-45d9-42f4-bc24-87995567927b,Soda,1600000000047517984,,5.00,9/17/2025,No,No,,
1600000000049323644,c885933e-6e70-4813-baaa-2bb491f25323,Bagel Box,1600000000049302135,,10.00,9/18/2025,No,No,678912345672,
1600000000047717964,c8a3e017-6646-4e5f-a41c-a2d2f3571738,$croutons,1600000000047740708,,0.25,9/17/2025,No,Yes,,
1600000000100275869,cb162eee-5a7a-4eb6-93ef-f54c000e06c2,rice krispies,1600000000100275870,,2.00,10/6/2025,No,No,038000765414,
1600000000047524206,cba2fcb9-2479-46e9-8759-13b8956e08a6,Whey protein,1600000000047535573,,0.00,9/17/2025,No,Yes,,
1600000000047653015,cbf46f00-1426-40a2-9f61-03f87c000b8a,pasta salad,1600000000047655281,,0.00,9/17/2025,No,No,,
1600000000047066649,cc236f0d-709b-4550-b9b9-9d8d10dc1deb,Bagel,1600000000047204227,,6.00,9/17/2025,No,No,,
1600000000047717961,cc2f4dbc-7729-4678-acb5-baa171427b30,$berries,1600000000047740705,,1.00,9/17/2025,No,Yes,,
1600000000049369212,ccf7e482-2f9d-4afe-897b-c690ddd3e7b9,Southwest Caesar Salad,1600000000049364507,,15.00,9/18/2025,No,No,100000000007,
1600000000047211592,cdc66c8d-5714-478e-915e-7181cd202e1b,Vanilla cold foam,1600000000047187380,,6.00,9/17/2025,No,No,,
1600000000100351998,cde4fbdf-cdd1-4c5d-833a-b0678c0df95c,crunch,1600000000100351999,,3.00,10/6/2025,No,No,099900908363,
1600000000047670878,ce42e923-7c59-4348-bff1-6f013666b9a2,black beans,1600000000047728374,,0.00,9/17/2025,No,Yes,,
1600000000100984801,ce5f758f-c8ea-4b85-beb2-b74dd86bec45,rice krispies,1600000000100984802,,2.00,10/6/2025,No,No,038000765414,
1600000000047287672,ce78e516-bf88-401b-8545-8b3056d073fb,Frozen Caramel Mocha,1600000000047267614,,6.95,9/17/2025,No,No,,
1600000000100347125,cf838942-04c3-4ba1-8c09-a458e6e9eec5,snickers,1600000000100347126,,3.00,10/6/2025,No,No,040000424314,
1600000000020573990,d09f4b68-8168-468d-9cff-015151cb00a3,Open Drink,1600000000020573991,,0.00,9/2/2025,No,No,,
1600000000047211587,d26561e5-1445-4a00-b04c-44e1b337d437,House blend,1600000000047187375,,4.00,9/17/2025,No,No,,
1600000000047492380,d3a0a504-a68a-4631-8661-5e26cdfda420,Sun Burn,1600000000047536576,,6.95,9/17/2025,No,No,,
1600000000047717965,d454b66f-9646-470a-98e8-a1eb9f886d4b,$jack cheese,1600000000047740709,,1.00,9/17/2025,No,Yes,,
1600000000047526512,d45de98e-62a1-4869-a739-6668520ffa98,Chicken Pita,1600000000047495281,,14.00,9/17/2025,No,No,454678894339,
1600000000100336512,d539c1c3-d146-4c40-b5e6-261fac5accf8,berries fruit snacks,1600000000100336513,,2.75,10/6/2025,No,No,034856028925,
1600000000047490064,d5cd6580-775c-4561-b648-8ce4f30d119a,Thai Pasta Salad,1600000000047495274,,15.00,9/17/2025,No,No,,
1600000000047729895,d60741fb-6db4-4e0e-b2a8-452c9581cab6,$avocado,1600000000047758432,,2.00,9/17/2025,No,Yes,,
1600000000100984815,d78ffd2f-e465-4115-89fc-0c7e44d8fbe7,hi chew grape,1600000000100984816,,2.50,10/6/2025,No,No,873983000011,
1600000000100984851,daa7f5b4-036c-458d-b737-dbe49d6b2be3,kinder bueno,1600000000100984852,,3.00,10/6/2025,No,No,009800000555,
1600000000100309058,dc764856-ca89-40ce-b920-e40d7c1d2168,hi chew watermelon,1600000000100309059,,2.50,10/6/2025,No,No,851681008669,
1600000000047717960,dd294376-f7cc-4982-ab97-c81a1e0e932a,$tortilla strips,1600000000047740704,,0.50,9/17/2025,No,Yes,,
1600000000100265440,dd862612-094f-4147-a172-80804950e979,salt & lime peanuts,1600000000100265441,,2.50,10/6/2025,No,No,028400261531,
1600000000100984811,de2690ee-c327-41be-bf28-3c159895ed9a,hi chew watermelon,1600000000100984812,,2.50,10/6/2025,No,No,851681008669,
1600000000049323645,df010fb8-ad28-4533-9c11-27356fbaedae,Breakfast Crossaint,1600000000049302136,,8.00,9/18/2025,No,No,456789998760,
1600000000047526516,df33713b-ce4c-4922-9886-d24f5600c7ae,Southwest Quesadilla,1600000000047495285,,15.00,9/17/2025,No,No,698879435117,
1600000000049369215,e068d3f0-0248-48c6-9d99-4da2748f6a08,Cobb Salad,1600000000049364510,,15.00,9/18/2025,No,No,111111111124,
1600000000047506806,e0b6b56c-6ac4-4996-a93e-266ace7f3287,Strawberry Shortcake,1600000000047472748,,7.00,9/17/2025,No,No,127865545467,
1600000000047490063,e0f19050-c512-4177-b141-8ebe51a515b7,Cobb salad,1600000000047495273,,15.00,9/17/2025,No,No,,
1600000000867521693,e1598f5b-c44e-4fe8-b384-ca6c6a20e07c,White Chocolate Mocha,1600000000867521694,,6.00,1/5/2026,No,No,,
1600000000100984865,e1ea2ed7-2e59-49d0-ae88-6c0afd0c9903,cheetos,1600000000100984866,,1.00,10/6/2025,No,No,028400040112,
1600000000100341788,e2564637-b802-4d14-b95e-e68cdc573e6a,peanuts m&m's,1600000000100341789,,3.00,10/6/2025,No,No,040000000327,
1600000000100984833,e3544402-4bd3-4894-bb9b-dc2011856740,fruit snacks,1600000000100984834,,2.75,10/6/2025,No,No,034856028987,
1600000000047287673,e4eb9fa8-7de2-4379-908d-e459c6b2e00e,Frozen Dirty Chai,1600000000047267615,,6.95,9/17/2025,No,No,,
1600000000047702857,e8d77dd4-92fc-494d-aa48-bc792dfd9ef7,$avocado,1600000000047596497,,2.00,9/17/2025,No,Yes,,
1600000000047729897,e8eb0d44-49ac-4fdc-907e-2a9ef887f581,$cheddar,1600000000047758434,,1.00,9/17/2025,No,Yes,,
1600000000389556481,eaa40473-0942-4382-a1ca-c872f12a1e2d,Hot Cheetos Limon,1600000000389556482,,1.50,11/19/2025,No,No,028400047920,
1600000000047668556,eb3f2445-e3df-4372-95c0-a859915b93a0,Chips,1600000000047635074,,0.00,9/17/2025,No,Yes,,
1600000000100266405,eb85f99c-1f80-4470-93ec-014d00c70130,spicy peanuts,1600000000100266406,,2.50,10/6/2025,No,No,028400261548,
1600000000100984857,eec8e04f-ad7c-410e-9209-df7507dc8351,honey buns,1600000000100984858,,3.00,10/6/2025,No,No,085264820212,
1600000000047664735,efa75949-aadf-47d4-8a97-67900c8cfa25,Cilantro lime dressing,1600000000047648846,,0.00,9/17/2025,No,Yes,,
1600000000100306651,f003b51f-89bd-45ae-b987-8eda5e49bf92,aussie bites,1600000000100306652,,1.00,10/6/2025,No,No,731216104649,
1600000000047526511,f1070fc1-bcf6-4451-9f20-dfd9a8e1317a,Jalapeno Tuna,1600000000047495280,,14.00,9/17/2025,No,No,565790079952,
1600000000100246967,f1571afe-53d8-413a-88be-828111ede33c,pistachio salt & vinagre,1600000000100246968,,2.50,10/6/2025,No,No,014113700467,
1600000000100321984,f1dd1aa1-29b6-4bc5-b80d-29e5ec621a28,tropical skittles,1600000000100321985,,3.00,10/6/2025,No,No,040000001638,
1600000000047746187,f2afbeb3-d3cb-4a07-8c2c-c59e81976be1,No roast,1600000000047773766,,0.00,9/17/2025,No,Yes,,
1600000000047067888,f48d5465-1bf9-41eb-b872-244f31f6e660,lavender,1600000000047225558,,0.00,9/17/2025,No,Yes,,
1600000000100982629,f6532449-a1e5-4876-b5b2-656bfe243753,Soda,1600000000100982630,,5.00,10/6/2025,No,No,,
1600000000100984835,f831ff0f-fb82-444d-b7f1-ffabd5d6f2c0,berries fruit snacks,1600000000100984836,,2.75,10/6/2025,No,No,034856028925,
1600000000047702856,f863c9d8-9344-4549-9256-0d17b26035bf,$bacon bites,1600000000047596496,,1.00,9/17/2025,No,Yes,,
1600000000100279705,fa387882-273a-4e35-aac4-aa67d6328aa1,double stuf oreo mini,1600000000100279706,,1.25,10/6/2025,No,No,044000060718,
1600000000100356772,fa3b20c5-d0ab-485c-b11e-12705515f808,kinder bueno,1600000000100356773,,3.00,10/6/2025,No,No,009800000555,
1600000000100263913,faf14dd5-95c7-491c-8d7f-3d45e15a0a0c,japanese peanuts,1600000000100263914,,2.50,10/6/2025,No,No,028400261555,
1600000000100361836,fbeb0e80-0f26-4757-91a6-66cd2b6c8ab5,honey buns,1600000000100361837,,3.00,10/6/2025,No,No,085264820212,
1600000000100984813,fc1124b8-9840-4143-b388-55128e0c503d,hi chew mango,1600000000100984814,,2.50,10/6/2025,No,No,873983000059,
1600000000100280693,fdff755f-7f42-4f8a-81a9-ff2c7e03cfcd,reese's oreo mini,1600000000100280694,,1.25,10/6/2025,No,No,044000083809,
1600000000047670867,fe75add1-c489-4b82-a4ee-6b6f0cad78bf,hard boil egg,1600000000047728363,,0.00,9/17/2025,No,Yes,,
1600000000047717963,ff957fbb-cf19-4cc9-bb54-34b0c0f440d6,$tomato,1600000000047740707,,0.25,9/17/2025,No,Yes,,
